API,Hidden API
/en/rest/projects,/en/rest/codes-of-conduct
/en/rest/checks,/en/rest/rate-limit
/en/rest/repos/forks,/en/rest
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/deployments
/en/rest/emojis,/en/rest/issues
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/code-security-configuration
/en/rest/commits/commits,/en/rest
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo},/repos/{owner}/{repo}/codespaces/secrets/public-key
/user/migrations,/user/migrations/{migration_id}
/en/rest/migrations,/en/rest/codes-of-conduct
/repos/{owner}/{repo}/secret-scanning/alerts/{alert_number},/repos/{owner}/{repo}/secret-scanning/alerts/{alert_number}/locations
/user,/user/packages/{package_type}/{package_name}/versions/{package_version_id}
/en/rest/projects/collaborators,/en/rest/projects/projects
/en/rest/code-scanning,/en/rest/collaborators
/en/rest,/en/rest/actions/permissions
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/rulesets
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/commits/{ref}
/en/rest/using-the-rest-api/best-practices-for-using-the-rest-api,/en/rest/using-the-rest-api/issue-event-types
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/dispatches
/en/rest/guides/scripting-with-the-rest-api-and-ruby,/en/rest/guides/scripting-with-the-rest-api-and-javascript
/repos/{owner}/{repo}/actions/runs/{run_id}/approve,/repos/{owner}/{repo}/actions/runs/{run_id}/rerun
/en/rest/interactions,/en/rest/meta
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/installation
/en/rest/metrics/statistics,/en/rest
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/teams
/orgs/{org}/actions/runners/registration-token,/orgs/{org}/actions/runners/remove-token
/orgs/{org},/orgs/{org}/packages
/en/rest/repos,/en/rest/about-the-rest-api
/en/rest/users,/en/rest/gitignore
/en/rest/pages,/en/rest/checks
/en/rest/releases,/en/rest/actions
/orgs/{org}/codespaces/secrets,/orgs/{org}/codespaces/secrets/{secret_name}/repositories
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/environments
/advisories,/advisories/{ghsa_id}
/en/rest/issues,/en/rest/packages
/users,/users/{username}/keys
/repos/{owner}/{repo}/commits/{ref}/statuses,/repos/{owner}/{repo}
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/forks
/repos/{owner}/{repo}/issues/events/{event_id},/repos/{owner}/{repo}/issues/events
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/releases
/orgs/{org}/outside_collaborators,/orgs/{org}/security-advisories
/en/rest/deployments,/en/rest/metrics
/user/ssh_signing_keys,/user/issues
/repos/{owner}/{repo}/actions/workflows/{workflow_id},/repos/{owner}/{repo}/actions/workflows/{workflow_id}/disable
/en/rest/dependabot,/en/rest/commits
/repos/{owner}/{repo}/issues/{issue_number}/lock,/repos/{owner}/{repo}
/orgs/{org}/hooks,/orgs/{org}/hooks/{hook_id}/deliveries/{delivery_id}/attempts
/repos/{owner}/{repo}/actions/runners/{runner_id}/labels,/repos/{owner}/{repo}/actions/runners/{runner_id}
/orgs/{org}/security-advisories,/orgs/{org}/installation
/licenses,/feeds
/enterprises/{enterprise}/team/{team_slug}/copilot/usage,/enterprises/{enterprise}/team/{team_slug}/copilot
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/invitations
/orgs/{org}/rulesets,/orgs/{org}/packages
/orgs/{org}/invitations,/orgs/{org}/public_members
/repos/{owner}/{repo}/actions/runners/downloads,/repos/{owner}/{repo}/actions/runners/registration-token
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/artifacts
/user/{account_id},/user/emails
/orgs/{org}/hooks/{hook_id},/orgs/{org}/hooks/{hook_id}/config
/repos/{owner}/{repo}/subscribers,/repos/{owner}/{repo}/teams
/user,/user/codespaces/{codespace_name}/machines
/search/labels,/search/issues
/repos/{owner}/{repo}/commits/{commit_sha}/comments,/repos/{owner}/{repo}
/orgs/{org}/installation,/orgs/{org}/failed_invitations
/en/rest/copilot,/en/rest/reactions
/en/rest/rate-limit,/en/rest/users
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/activity
/repos/{owner}/{repo}/actions/workflows,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/disable
/user,/user/repository_invitations
/en/rest/teams,/en/rest/codespaces
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/license
/en/rest/deploy-keys,/en/rest/releases
/repos/{owner}/{repo},/repos/{owner}/{repo}/branches/{branch}/protection
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/check-suites
/en/rest/apps,/en/rest/dependabot
/users/{username}/keys,/users/{username}/events
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/runs/{run_id}/approve
/en/rest/orgs/organization-roles,/en/rest/orgs/webhooks
/repos/{owner}/{repo}/merge-upstream,/repos/{owner}/{repo}/hooks
/gists/{gist_id}/comments,/gists/{gist_id}/comments/{comment_id}
/repos/{owner}/{repo},/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/check-runs/{check_run_id}/rerequest,/repos/{owner}/{repo}/check-runs/{check_run_id}/annotations
/en/rest/interactions,/en/rest/deployments
/user/interaction-limits,/user/marketplace_purchases
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/teams
/orgs/{org}/invitations/{invitation_id},/orgs/{org}/invitations/{invitation_id}/teams
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/dispatches
/orgs/{org}/copilot/billing/seats,/orgs/{org}/copilot/billing/selected_teams
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/forks
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/pulls
/en/rest/dependabot,/en/rest/dependabot/secrets
/repos/{owner}/{repo}/collaborators,/repos/{owner}/{repo}/vulnerability-alerts
/orgs/{org}/organization-roles,/orgs/{org}/projects
/en/rest/packages,/en/rest/orgs
/orgs/{org}/migrations,/orgs/{org}/rulesets
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/disable,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/enable
/repos/{owner}/{repo}/installation,/repos/{owner}/{repo}/keys
/en/rest/repos,/en/rest/rate-limit
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/invitations
/emojis,/versions
/gists/{gist_id}/comments,/gists
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/autolinks
/orgs/{org}/installation,/orgs/{org}/blocks
/app/installation-requests,/app
/en/rest/users,/en/rest/quickstart
/repos/{owner}/{repo}/issues/{issue_number}/labels/{name},/repos/{owner}/{repo}/issues/{issue_number}/labels
/repos/{owner}/{repo}/branches/{branch}/protection,/repos/{owner}/{repo}/branches/{branch}/protection/restrictions/users
/repos/{owner}/{repo}/automated-security-fixes,/repos/{owner}/{repo}/milestones
/repos/{owner}/{repo}/releases/{release_id},/repos/{owner}/{repo}/releases/generate-notes
/users/{username}/orgs,/users/{username}/projects
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/private-vulnerability-reporting
/en/rest/deployments,/en/rest/activity
/repos/{owner}/{repo}/deployments,/repos/{owner}/{repo}/events
/repos/{owner}/{repo}/actions/runs/{run_id}/logs,/repos/{owner}/{repo}/actions/runs/{run_id}/rerun-failed-jobs
/en/rest/meta,/en/rest/gists
/orgs/{org}/codespaces,/orgs/{org}/outside_collaborators
/classrooms/{classroom_id}/assignments,/classrooms/{classroom_id}
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/branches
/teams/{team_id}/discussions/{discussion_number}/reactions,/teams/{team_id}/discussions
/orgs/{org}/code-security/configurations/{configuration_id},/orgs/{org}/code-security/configurations
/feeds,/repositories
/repos/{owner}/{repo}/pulls/{pull_number}/requested_reviewers,/repos/{owner}/{repo}/pulls/{pull_number}/files
/en/rest/branches/branches,/en/rest
/en/rest/projects,/en/rest/releases
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/interaction-limits
/user/ssh_signing_keys,/user/orgs
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/runs/{run_id}
/en/rest/dependabot,/en/rest/deploy-keys
/en/rest/users/gpg-keys,/en/rest/users/attestations
/user/social_accounts,/user/emails
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/environments
/repos/{owner}/{repo}/commits/{ref}/check-suites,/repos/{owner}/{repo}/commits/{ref}/status
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/deployments
/user/keys,/user/interaction-limits
/teams/{team_id}/discussions/{discussion_number}/comments,/teams/{team_id}/discussions/{discussion_number}
/en/rest/activity/watching,/en/rest/activity/events
/repos/{owner}/{repo}/check-suites,/repos/{owner}/{repo}/code-security-configuration
/users/{username}/received_events/public,/users
/en/rest,/en/rest/using-the-rest-api/rate-limits-for-the-rest-api
/en/rest/reactions,/en/rest/repos
/orgs/{org},/orgs/{org}/actions/permissions/selected-actions
/en/rest/authentication/permissions-required-for-github-apps,/en/rest
/users/{username}/subscriptions,/users/{username}/social_accounts
/users/{username}/gpg_keys,/users/{username}/hovercard
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/readme
/en/rest/dependency-graph,/en/rest/authentication
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/check-runs
/repos/{owner}/{repo}/invitations,/repos/{owner}/{repo}/topics
/orgs/{org}/projects,/orgs/{org}/codespaces
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/merge-upstream
/en/rest/deployments,/en/rest/deployments/deployments
/en/rest/quickstart,/en/rest/users
/en/rest/meta,/en/rest/users
/en/rest/releases,/en/rest/interactions
/en/rest/activity,/en/rest/interactions
/en/rest/classroom/classroom,/en/rest
/repos/{owner}/{repo}/comments,/repos/{owner}/{repo}/teams
/en/rest/code-scanning,/en/rest/copilot
/en/rest/copilot,/en/rest/deployments
/en/rest/search,/en/rest/metrics
/user/starred,/user/public_emails
/en/rest,/en/rest/apps/installations
/repos/{owner}/{repo}/languages,/repos/{owner}/{repo}/projects
/meta,/events
/orgs/{org}/events,/orgs/{org}/blocks
/repos/{owner}/{repo}/subscription,/repos/{owner}/{repo}/attestations
/en/rest/migrations/source-imports,/en/rest/migrations/users
/repos/{owner}/{repo},/repos/{owner}/{repo}/events
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/pulls/{pull_number}
/en/rest/teams,/en/rest/search
/events,/codes_of_conduct
/orgs/{org}/packages/{package_type}/{package_name}/versions/{package_version_id},/orgs/{org}/packages/{package_type}/{package_name}
/en/rest/pages,/en/rest/orgs
/orgs/{org}/issues,/orgs/{org}/personal-access-tokens
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/keys
/repos/{owner}/{repo}/environments/{environment_name}/secrets,/repos/{owner}/{repo}
/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}/logs,/repos/{owner}/{repo}
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/interaction-limits
/repos/{owner}/{repo}/pages/health,/repos/{owner}/{repo}/pages
/user/{account_id},/user/ssh_signing_keys
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/import
/en/rest/migrations,/en/rest/pages
/orgs/{org}/members,/orgs/{org}/security-managers
/en/rest/codes-of-conduct,/en/rest/quickstart
/user/repository_invitations,/user/migrations
/en/rest/teams/discussions,/en/rest/teams/teams
/user/repository_invitations,/user/repository_invitations/{invitation_id}
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number},/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}/reactions
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/notifications
/en/rest/repos/rule-suites,/en/rest/repos/forks
/en/rest/metrics,/en/rest/gists
/en/rest/using-the-rest-api,/en/rest/using-the-rest-api/github-event-types
/repos/{owner}/{repo}/milestones,/repos/{owner}/{repo}/installation
/en/rest/dependabot,/en/rest/classroom
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/comments
/orgs/{org}/packages,/orgs/{org}/events
/en/rest/guides/using-the-rest-api-to-interact-with-your-git-database,/en/rest/guides
/en/rest/security-advisories,/en/rest
/en/rest/orgs/webhooks,/en/rest/orgs/rules
/repos/{owner}/{repo}/check-suites/{check_suite_id}/rerequest,/repos/{owner}/{repo}
/en/rest/activity/feeds,/en/rest/activity/starring
/en/rest/collaborators,/en/rest/deploy-keys
/en/rest/copilot,/en/rest/gitignore
/repos/{owner}/{repo},/repos/{owner}/{repo}/rulesets/rule-suites
/en/rest/guides,/en/rest/guides/rendering-data-as-graphs
/orgs/{org}/codespaces/secrets,/orgs/{org}/codespaces/secrets/{secret_name}
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/hooks
/orgs/{org}/actions/permissions,/orgs/{org}/actions/permissions/repositories
/en/rest/issues,/en/rest/issues/comments
/en/rest/orgs/outside-collaborators,/en/rest/orgs/security-managers
/user/{account_id},/user/codespaces
/orgs/{org}/organization-roles/{role_id}/teams,/orgs/{org}
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/teams
/repos/{owner}/{repo}/pages,/repos/{owner}/{repo}/license
/users/{username}/events/orgs/{org},/user
/en/rest/actions/self-hosted-runners,/en/rest/actions/artifacts
/en/rest/checks,/en/rest/repos
/en/rest/gitignore/gitignore,/en/rest/gitignore
/repos/{owner}/{repo}/actions/runners/{runner_id},/repos/{owner}/{repo}/actions/runners/downloads
/en/rest/pulls,/en/rest/dependency-graph
/repos/{owner}/{repo},/repos/{owner}/{repo}/tarball/{ref}
/en/rest/security-advisories,/en/rest/classroom
/en/rest,/en/rest/authentication/endpoints-available-for-github-app-installation-access-tokens
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/forks
/en/rest,/en/rest/repos/forks
/repos/{owner}/{repo}/contributors,/repos/{owner}/{repo}/merge-upstream
/repos/{owner}/{repo}/keys,/repos/{owner}/{repo}
/en/rest/guides/working-with-comments,/en/rest/guides/rendering-data-as-graphs
/orgs/{org}/members/{username}/codespaces/{codespace_name}/stop,/orgs/{org}/members/{username}/codespaces
/en/rest/search,/en/rest/apps
/en/rest/metrics/community,/en/rest/metrics
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/contributors
/repos/{owner}/{repo},/repos/{owner}/{repo}/issues/{issue_number}/lock
/repos/{owner}/{repo}/collaborators,/repos/{owner}/{repo}/commits
/user/public_emails,/user/migrations
/repos/{owner}/{repo}/actions/runners,/repos/{owner}/{repo}/actions/runs
/repos/{owner}/{repo}/actions/runs/{run_id}/approvals,/repos/{owner}/{repo}/actions/runs/{run_id}/jobs
/en/rest/collaborators,/en/rest/collaborators/invitations
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/security-advisories
/en/rest,/en/rest/commits/commits
/en/rest/search,/en/rest/classroom
/en/rest/guides/working-with-comments,/en/rest/guides/scripting-with-the-rest-api-and-javascript
/repos/{owner}/{repo}/topics,/repos/{owner}/{repo}/autolinks
/repos/{owner}/{repo}/assignees,/repos/{owner}/{repo}/dispatches
/en/rest/orgs/security-managers,/en/rest/orgs/webhooks
/en/rest/apps,/en/rest/licenses
/en/rest/collaborators,/en/rest/users
/repos/{owner}/{repo}/dispatches,/repos/{owner}/{repo}/vulnerability-alerts
/en/rest/actions/workflow-jobs,/en/rest/actions/variables
/repos/{owner}/{repo}/actions/runs/{run_id}/pending_deployments,/repos/{owner}/{repo}/actions/runs/{run_id}
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/license
/repos/{owner}/{repo}/vulnerability-alerts,/repos/{owner}/{repo}/subscribers
/repos/{owner}/{repo}/releases/{release_id}/reactions,/repos/{owner}/{repo}/releases/{release_id}/reactions/{reaction_id}
/markdown,/octocat
/en/rest/using-the-rest-api,/en/rest/code-security
/repos/{owner}/{repo}/topics,/repos/{owner}/{repo}/languages
/users/{username}/orgs,/users/{username}/keys
/en/rest/repos/forks,/en/rest/repos/rules
/repos/{owner}/{repo}/releases/{release_id}/reactions,/repos/{owner}/{repo}
/en/rest/reactions,/en/rest/billing
/en/rest/quickstart,/en/rest/search
/en/rest,/en/rest/collaborators
/app,/advisories
/orgs/{org}/rulesets,/orgs/{org}/outside_collaborators
/en/rest/guides,/en/rest/activity
/orgs/{org}/rulesets/rule-suites,/orgs/{org}/rulesets
/repos/{owner}/{repo}/transfer,/repos/{owner}/{repo}/commits
/en/rest/code-scanning,/en/rest/code-security
/en/rest/projects/cards,/en/rest/projects/collaborators
/user/migrations,/user/repository_invitations
/orgs/{org}/teams,/orgs/{org}/teams/{team_slug}/discussions
/user/following,/user/teams
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/commits
/rate_limit,/repositories
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/notifications
/en/rest/dependency-graph,/en/rest/rate-limit
/en/rest/guides/scripting-with-the-rest-api-and-javascript,/en/rest/guides/using-the-rest-api-to-interact-with-checks
/repos/{owner}/{repo}/actions/runs/{run_id}/force-cancel,/repos/{owner}/{repo}/actions/runs/{run_id}/artifacts
/user/migrations,/user/emails
/en/rest/branches,/en/rest/teams
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/subscription
/repos/{owner}/{repo}/branches/{branch},/repos/{owner}/{repo}/branches/{branch}/protection
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}
/repos/{owner}/{repo}/hooks,/repos/{owner}/{repo}/assignees
/en/rest/interactions,/en/rest/interactions/orgs
/orgs/{org}/blocks,/orgs/{org}/packages
/user/marketplace_purchases,/user/interaction-limits
/en/rest,/en/rest/codespaces
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/subscribers
/orgs/{org}/rulesets/{ruleset_id},/orgs/{org}
/users/{username}/installation,/users/{username}/social_accounts
/repos/{owner}/{repo}/actions/organization-variables,/repos/{owner}/{repo}/actions/caches
/repos/{owner}/{repo},/repos/{owner}/{repo}/properties/values
/en/rest/dependency-graph,/en/rest/users
/en/rest/projects,/en/rest/gists
/repos/{owner}/{repo},/repos/{owner}/{repo}/git/refs/{ref}
/en/rest/security-advisories,/en/rest/rate-limit
/en/rest/teams,/en/rest/teams/discussions
/en/rest/authentication/endpoints-available-for-github-app-user-access-tokens,/en/rest/authentication/permissions-required-for-fine-grained-personal-access-tokens
/en/rest/about-the-rest-api,/en/rest/about-the-rest-api/comparing-githubs-rest-api-and-graphql-api
/orgs/{org}/public_members,/orgs/{org}/blocks
/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/reactions/{reaction_id},/orgs/{org}
/search/issues,/search/topics
/events,/feeds
/repos/{owner}/{repo}/branches/{branch}/protection/required_signatures,/repos/{owner}/{repo}/branches/{branch}/protection/required_pull_request_reviews
/orgs/{org},/orgs/{org}/personal-access-token-requests
/user/codespaces/secrets/{secret_name}/repositories/{repository_id},/user/codespaces/secrets
/en/rest/checks,/en/rest/releases
/orgs/{org}/actions/runners,/orgs/{org}/actions/runners/generate-jitconfig
/repos/{owner}/{repo}/rulesets/rule-suites,/repos/{owner}/{repo}/rulesets
/projects/{project_id}/collaborators,/projects/{project_id}/collaborators/{username}
/user/codespaces/{codespace_name},/user/codespaces/{codespace_name}/start
/en/rest/collaborators,/en/rest/code-security
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/transfer
/en/rest/orgs/personal-access-tokens,/en/rest
/repos/{owner}/{repo}/actions/jobs/{job_id}/rerun,/repos/{owner}/{repo}
/user/starred,/user/social_accounts
/orgs/{org}/packages,/orgs/{org}/migrations
/en/rest/repos/repos,/en/rest/repos
/en/rest/repos/autolinks,/en/rest/repos/forks
/en/rest/users/keys,/en/rest/users/gpg-keys
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/merge-upstream
/user/projects,/user
/en/rest/pages,/en/rest/search
/orgs/{org}/events,/orgs/{org}
/orgs/{org}/dependabot/secrets,/orgs/{org}/dependabot/secrets/{secret_name}/repositories
/repos/{owner}/{repo}/commits,/repos/{owner}/{repo}/dispatches
/en/rest/deployments,/en/rest
/user,/user/ssh_signing_keys
/en/rest/guides/using-the-rest-api-to-interact-with-checks,/en/rest/guides/discovering-resources-for-a-user
/codes_of_conduct,/zen
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/security-advisories
/en/rest/git,/en/rest/gists
/en/rest/security-advisories,/en/rest/repos
/en/rest/orgs/orgs,/en/rest
/en/rest/collaborators,/en/rest/classroom
/en/rest/packages,/en/rest/projects
/repos/{owner}/{repo}/releases,/repos/{owner}/{repo}/vulnerability-alerts
/en/rest/code-security,/en/rest/codespaces
/en/rest/migrations,/en/rest/security-advisories
/en/rest/git,/en/rest/git/commits
/repos/{owner}/{repo}/actions/workflows/{workflow_id}/timing,/repos/{owner}/{repo}/actions/workflows/{workflow_id}
/repos/{owner}/{repo}/private-vulnerability-reporting,/repos/{owner}/{repo}/installation
/orgs/{org}/rulesets,/orgs/{org}
/en/rest/orgs,/en/rest/markdown
/repos/{owner}/{repo}/notifications,/repos/{owner}/{repo}/environments
/repos/{owner}/{repo}/environments/{environment_name}/variables,/repos/{owner}/{repo}/environments/{environment_name}/secrets
/en/rest/codes-of-conduct,/en/rest/code-security
/repos/{owner}/{repo}/branches,/repos/{owner}/{repo}/transfer
/repos/{owner}/{repo}/pulls/{pull_number}/comments,/repos/{owner}/{repo}/pulls/{pull_number}/update-branch
/orgs/{org}/settings/billing/packages,/orgs/{org}/settings/billing/shared-storage
/en/rest/search/search,/en/rest
/repos/{owner}/{repo}/teams,/repos/{owner}/{repo}/installation
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/runs/{run_id}/jobs
/en/rest/orgs/outside-collaborators,/en/rest/orgs/webhooks
/en/rest/meta,/en/rest/releases
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/merge-upstream
/user/social_accounts,/user/ssh_signing_keys
/repos/{owner}/{repo}/code-scanning/default-setup,/repos/{owner}/{repo}
/en/rest/rate-limit,/en/rest/emojis
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/issues/events
/repos/{owner}/{repo}/actions/caches,/repos/{owner}/{repo}/actions/caches/{cache_id}
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/autolinks
/repos/{owner}/{repo}/activity,/repos/{owner}/{repo}/dispatches
/orgs/{org}/teams/{team_slug}/repos,/orgs/{org}/teams/{team_slug}/members
/gists/{gist_id}/star,/gists/{gist_id}/comments
/repos/{owner}/{repo}/actions/artifacts,/repos/{owner}/{repo}/actions/artifacts/{artifact_id}/{archive_format}
/repos/{owner}/{repo}/milestones,/repos/{owner}/{repo}/deployments
/teams/{team_id}/members,/teams/{team_id}/members/{username}
/user,/users/{username}/events/public
/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}/jobs,/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}
/en/rest/issues/issues,/en/rest
/repos/{owner}/{repo}/interaction-limits,/repos/{owner}/{repo}/private-vulnerability-reporting
/repos/{owner}/{repo}/secret-scanning/alerts,/repos/{owner}/{repo}/secret-scanning/alerts/{alert_number}/locations
/en/rest/interactions,/en/rest/licenses
/en/rest,/en/rest/metrics
/repos/{owner}/{repo}/autolinks,/repos/{owner}/{repo}/codespaces
/repos/{owner}/{repo}/milestones,/repos/{owner}/{repo}/comments
/en/rest/orgs,/en/rest/orgs/blocking
/orgs/{org}/issues,/orgs/{org}
/en/rest/dependabot,/en/rest/repos
/en/rest/migrations/orgs,/en/rest
/repos/{owner}/{repo}/pulls,/repos/{owner}/{repo}/releases
/en/rest/packages,/en/rest/licenses
/repos/{owner}/{repo}/environments,/repos/{owner}/{repo}/environments/{environment_name}/secrets/public-key
/en/rest/metrics,/en/rest/deploy-keys
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/contributors
/repos/{owner}/{repo}/merges,/repos/{owner}/{repo}/activity
/repos/{owner}/{repo}/stargazers,/repos/{owner}/{repo}/rulesets
/repos/{owner}/{repo}/license,/repos/{owner}/{repo}/commits
/repos/{owner}/{repo}/commits/{ref}/check-runs,/repos/{owner}/{repo}
/user/{account_id},/user/packages
/orgs/{org}/blocks,/orgs/{org}/migrations
/teams/{team_id}/projects,/teams/{team_id}/discussions
/repos/{owner}/{repo}/private-vulnerability-reporting,/repos/{owner}/{repo}/comments
/orgs/{org}/hooks/{hook_id}/config,/orgs/{org}/hooks/{hook_id}
/user/codespaces,/user/repository_invitations
/orgs/{org}/teams/{team_slug},/orgs/{org}/teams/{team_slug}/discussions/{discussion_number}/comments/{comment_number}/reactions/{reaction_id}
/user/interaction-limits,/user/followers
/repos/{owner}/{repo}/environments/{environment_name}/secrets,/repos/{owner}/{repo}/environments/{environment_name}/deployment_protection_rules
/en/rest,/en/rest/markdown
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/merge-upstream
/orgs/{org},/orgs/{org}/secret-scanning/alerts
/events,/repositories
/en/rest/releases,/en/rest/repos
/en/rest/secret-scanning,/en/rest/reactions
/en/rest/issues/assignees,/en/rest/issues
/user/interaction-limits,/user/packages
/repos/{owner}/{repo}/pulls/{pull_number}/reviews,/repos/{owner}/{repo}/pulls
/orgs/{org}/actions/variables/{name},/orgs/{org}/actions/variables
/en/rest/migrations,/en/rest/orgs
/en/rest/checks,/en/rest/activity
/repos/{owner}/{repo}/codespaces,/repos/{owner}/{repo}/codespaces/new
/repos/{owner}/{repo},/repos/{owner}/{repo}/actions/permissions
/repos/{owner}/{repo}/actions/runs,/repos/{owner}/{repo}/actions/runs/{run_id}/attempts/{attempt_number}
/en/rest/metrics,/en/rest/packages
/en/rest/deployments/deployments,/en/rest/deployments/branch-policies
/user/codespaces/{codespace_name}/start,/user/codespaces/{codespace_name}
/en/rest/activity,/en/rest/gitignore
/en/rest/actions/permissions,/en/rest
/en/rest/code-security,/en/rest/authentication
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/security-advisories/{ghsa_id}
/users/{username}/following,/users/{username}
/markdown,/events
/repos/{owner}/{repo}/actions/workflows,/repos/{owner}/{repo}/actions/workflows/{workflow_id}/dispatches
/repos/{owner}/{repo}/rulesets,/repos/{owner}/{repo}/environments
/repos/{owner}/{repo}/events,/repos/{owner}/{repo}/check-suites
/repos/{owner}/{repo}/issues,/repos/{owner}/{repo}/assignees
/classrooms,/rate_limit
/en/rest/code-security,/en/rest/reactions
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/assignees
/repos/{owner}/{repo}/readme,/repos/{owner}/{repo}/import
/teams/{team_id}/repos/{owner}/{repo},/teams/{team_id}
/en/rest/guides/discovering-resources-for-a-user,/en/rest/guides/using-the-rest-api-to-interact-with-your-git-database
/en/rest/dependabot,/en/rest/interactions
/repos/{owner}/{repo}/actions/permissions,/repos/{owner}/{repo}/actions/permissions/access
/en/rest/meta,/en/rest/commits
/search/labels,/search/users
/repos/{owner}/{repo}/check-runs,/repos/{owner}/{repo}/interaction-limits
/repos/{owner}/{repo}/security-advisories,/repos/{owner}/{repo}/license
/repos/{owner}/{repo}/labels,/repos/{owner}/{repo}/stargazers
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/tags/protection/{tag_protection_id}
/users/{username}/projects,/users/{username}/events
/repos/{owner}/{repo}/projects,/repos/{owner}/{repo}/comments
/repos/{owner}/{repo}/tags,/repos/{owner}/{repo}/security-advisories
/orgs/{org}/public_members,/orgs/{org}/organization-roles
/repos/{owner}/{repo}/issues/{issue_number}/lock,/repos/{owner}/{repo}/issues/{issue_number}/events
